Time [seconds]	Counts
4.99263e+11	143
1.49779e+12	139
2.49631e+12	152
3.49484e+12	131
4.49336e+12	169
5.49189e+12	158
6.49041e+12	156
7.48894e+12	159
8.48746e+12	174
9.48599e+12	137
1.04845e+13	143
1.1483e+13	148
1.24816e+13	142
1.34801e+13	159
1.44786e+13	147
1.54771e+13	148
1.64757e+13	155
1.74742e+13	135
1.84727e+13	157
1.94712e+13	137
2.04698e+13	162
2.14683e+13	148
2.24668e+13	130
2.34653e+13	144
2.44639e+13	146
2.54624e+13	150
2.64609e+13	145
2.74594e+13	161
2.8458e+13	165
2.94565e+13	169
3.0455e+13	157
3.14535e+13	171
3.24521e+13	142
3.34506e+13	172
3.44491e+13	142
3.54476e+13	160
3.64462e+13	162
3.74447e+13	158
3.84432e+13	147
3.94418e+13	157
4.04403e+13	155
4.14388e+13	132
4.24373e+13	145
4.34359e+13	154
4.44344e+13	131
4.54329e+13	162
4.64314e+13	158
4.74299e+13	170
4.84285e+13	149
4.9427e+13	172
5.04255e+13	145
5.14241e+13	161
5.24226e+13	160
5.34211e+13	159
5.44196e+13	154
5.54182e+13	160
5.64167e+13	150
5.74152e+13	133
5.84137e+13	143
5.94123e+13	151
6.04108e+13	159
6.14093e+13	159
6.24078e+13	162
6.34064e+13	145
6.44049e+13	154
6.54034e+13	133
6.64019e+13	136
6.74005e+13	179
6.8399e+13	144
6.93975e+13	164
7.0396e+13	133
7.13946e+13	151
7.23931e+13	170
7.33916e+13	158
7.43901e+13	174
7.53887e+13	146
7.63872e+13	136
7.73857e+13	139
7.83842e+13	136
7.93828e+13	160
8.03813e+13	146
8.13798e+13	151
8.23783e+13	178
8.33769e+13	118
8.43754e+13	171
8.53739e+13	166
8.63724e+13	158
8.7371e+13	153
8.83695e+13	138
8.9368e+13	157
9.03665e+13	168
9.13651e+13	171
9.23636e+13	179
9.33621e+13	152
9.43606e+13	159
9.53592e+13	160
9.63577e+13	148
9.73562e+13	149
9.83547e+13	165
9.93533e+13	149
1.00352e+14	154
1.0135e+14	178
1.02349e+14	150
1.03347e+14	153
1.04346e+14	151
1.05344e+14	129
1.06343e+14	184
1.07341e+14	147
1.0834e+14	157
1.09339e+14	154
1.10337e+14	159
1.11336e+14	138
1.12334e+14	133
1.13333e+14	172
1.14331e+14	162
1.1533e+14	159
1.16328e+14	155
1.17327e+14	147
1.18325e+14	148
1.19324e+14	175
1.20322e+14	151
1.21321e+14	156
1.22319e+14	137
1.23318e+14	154
1.24316e+14	150
1.25315e+14	158
1.26313e+14	173
1.27312e+14	149
1.2831e+14	153
1.29309e+14	153
1.30308e+14	136
1.31306e+14	150
1.32305e+14	159
1.33303e+14	149
1.34302e+14	130
1.353e+14	146
1.36299e+14	164
1.37297e+14	150
1.38296e+14	158
1.39294e+14	134
1.40293e+14	155
1.41291e+14	170
1.4229e+14	135
1.43288e+14	155
1.44287e+14	144
1.45285e+14	150
1.46284e+14	157
1.47282e+14	143
1.48281e+14	168
1.4928e+14	171
1.50278e+14	153
1.51277e+14	159
1.52275e+14	151
1.53274e+14	151
1.54272e+14	155
1.55271e+14	152
1.56269e+14	160
1.57268e+14	154
1.58266e+14	146
1.59265e+14	172
1.60263e+14	138
1.61262e+14	145
1.6226e+14	165
1.63259e+14	168
1.64257e+14	163
1.65256e+14	150
1.66254e+14	148
1.67253e+14	161
1.68252e+14	166
1.6925e+14	123
1.70249e+14	147
1.71247e+14	153
1.72246e+14	143
1.73244e+14	156
1.74243e+14	132
1.75241e+14	157
1.7624e+14	175
1.77238e+14	161
1.78237e+14	167
1.79235e+14	163
1.80234e+14	158
1.81232e+14	143
1.82231e+14	158
1.83229e+14	159
1.84228e+14	158
1.85226e+14	167
1.86225e+14	142
1.87223e+14	173
1.88222e+14	159
1.89221e+14	140
1.90219e+14	128
1.91218e+14	149
1.92216e+14	151
1.93215e+14	161
1.94213e+14	158
1.95212e+14	137
1.9621e+14	130
1.97209e+14	160
1.98207e+14	171
1.99206e+14	157
2.00204e+14	166
2.01203e+14	131
2.02201e+14	160
2.032e+14	157
2.04198e+14	168
2.05197e+14	161
2.06195e+14	160
2.07194e+14	174
2.08193e+14	155
2.09191e+14	141
2.1019e+14	140
2.11188e+14	159
2.12187e+14	162
2.13185e+14	154
2.14184e+14	169
2.15182e+14	145
2.16181e+14	142
2.17179e+14	155
2.18178e+14	151
2.19176e+14	135
2.20175e+14	150
2.21173e+14	148
2.22172e+14	151
2.2317e+14	148
2.24169e+14	146
2.25167e+14	170
2.26166e+14	131
2.27164e+14	154
2.28163e+14	140
2.29162e+14	154
2.3016e+14	150
2.31159e+14	131
2.32157e+14	145
2.33156e+14	131
2.34154e+14	153
2.35153e+14	157
2.36151e+14	139
2.3715e+14	142
2.38148e+14	153
2.39147e+14	138
2.40145e+14	154
2.41144e+14	156
2.42142e+14	147
2.43141e+14	155
2.44139e+14	132
2.45138e+14	151
2.46136e+14	155
2.47135e+14	154
2.48134e+14	138
2.49132e+14	126
2.50131e+14	148
2.51129e+14	152
2.52128e+14	164
2.53126e+14	174
2.54125e+14	152
2.55123e+14	172
2.56122e+14	159
2.5712e+14	148
2.58119e+14	170
2.59117e+14	171
2.60116e+14	138
2.61114e+14	156
2.62113e+14	171
2.63111e+14	149
2.6411e+14	135
2.65108e+14	143
2.66107e+14	177
2.67106e+14	153
2.68104e+14	161
2.69103e+14	137
2.70101e+14	155
2.711e+14	142
2.72098e+14	141
2.73097e+14	166
2.74095e+14	162
2.75094e+14	172
2.76092e+14	136
2.77091e+14	149
2.78089e+14	144
2.79088e+14	140
2.80086e+14	164
2.81085e+14	143
2.82083e+14	140
2.83082e+14	156
2.8408e+14	158
2.85079e+14	148
2.86078e+14	150
2.87076e+14	146
2.88075e+14	143
2.89073e+14	138
2.90072e+14	144
2.9107e+14	151
2.92069e+14	171
2.93067e+14	166
2.94066e+14	169
2.95064e+14	146
2.96063e+14	131
2.97061e+14	125
2.9806e+14	134
2.99058e+14	132
3.00057e+14	133
3.01055e+14	138
3.02054e+14	151
3.03052e+14	144
3.04051e+14	162
3.05049e+14	166
3.06048e+14	145
3.07047e+14	154
3.08045e+14	169
3.09044e+14	152
3.10042e+14	140
3.11041e+14	151
3.12039e+14	154
3.13038e+14	152
3.14036e+14	140
3.15035e+14	150
3.16033e+14	157
3.17032e+14	148
3.1803e+14	151
3.19029e+14	178
3.20027e+14	151
3.21026e+14	171
3.22024e+14	145
3.23023e+14	152
3.24021e+14	154
3.2502e+14	131
3.26019e+14	160
3.27017e+14	168
3.28016e+14	159
3.29014e+14	156
3.30013e+14	171
3.31011e+14	131
3.3201e+14	142
3.33008e+14	146
3.34007e+14	147
3.35005e+14	164
3.36004e+14	143
3.37002e+14	136
3.38001e+14	158
3.38999e+14	146
3.39998e+14	126
3.40996e+14	158
3.41995e+14	147
3.42993e+14	167
3.43992e+14	170
3.4499e+14	127
3.45989e+14	145
3.46988e+14	156
3.47986e+14	155
3.48985e+14	147
3.49983e+14	157
3.50982e+14	162
3.5198e+14	145
3.52979e+14	119
3.53977e+14	132
3.54976e+14	169
3.55974e+14	144
3.56973e+14	157
3.57971e+14	145
3.5897e+14	153
3.59968e+14	125
3.60967e+14	154
3.61965e+14	152
3.62964e+14	141
3.63962e+14	154
3.64961e+14	143
3.6596e+14	151
3.66958e+14	127
3.67957e+14	179
3.68955e+14	166
3.69954e+14	146
3.70952e+14	159
3.71951e+14	146
3.72949e+14	152
3.73948e+14	167
3.74946e+14	160
3.75945e+14	145
3.76943e+14	159
3.77942e+14	173
3.7894e+14	144
3.79939e+14	156
3.80937e+14	146
3.81936e+14	126
3.82934e+14	141
3.83933e+14	132
3.84931e+14	149
3.8593e+14	161
3.86929e+14	177
3.87927e+14	147
3.88926e+14	158
3.89924e+14	163
3.90923e+14	144
3.91921e+14	144
3.9292e+14	146
3.93918e+14	146
3.94917e+14	156
3.95915e+14	144
3.96914e+14	150
3.97912e+14	154
3.98911e+14	142
3.99909e+14	146
4.00908e+14	162
4.01906e+14	144
4.02905e+14	164
4.03903e+14	147
4.04902e+14	162
4.05901e+14	169
4.06899e+14	146
4.07898e+14	144
4.08896e+14	148
4.09895e+14	141
4.10893e+14	138
4.11892e+14	149
