Time [seconds]	Counts
4.99263e+11	104
1.49779e+12	111
2.49631e+12	110
3.49484e+12	100
4.49336e+12	104
5.49189e+12	85
6.49041e+12	125
7.48894e+12	99
8.48746e+12	93
9.48599e+12	106
1.04845e+13	94
1.1483e+13	100
1.24816e+13	80
1.34801e+13	111
1.44786e+13	114
1.54771e+13	111
1.64757e+13	93
1.74742e+13	118
1.84727e+13	85
1.94712e+13	83
2.04698e+13	116
2.14683e+13	113
2.24668e+13	92
2.34653e+13	109
2.44639e+13	89
2.54624e+13	107
2.64609e+13	119
2.74594e+13	124
2.8458e+13	119
2.94565e+13	109
3.0455e+13	96
3.14535e+13	101
3.24521e+13	108
3.34506e+13	82
3.44491e+13	91
3.54476e+13	109
3.64462e+13	107
3.74447e+13	105
3.84432e+13	108
3.94418e+13	103
4.04403e+13	127
4.14388e+13	114
4.24373e+13	93
4.34359e+13	113
4.44344e+13	93
4.54329e+13	92
4.64314e+13	103
4.74299e+13	92
4.84285e+13	111
4.9427e+13	111
5.04255e+13	100
5.14241e+13	118
5.24226e+13	104
5.34211e+13	127
5.44196e+13	122
5.54182e+13	128
5.64167e+13	96
5.74152e+13	85
5.84137e+13	97
5.94123e+13	106
6.04108e+13	100
6.14093e+13	97
6.24078e+13	97
6.34064e+13	109
6.44049e+13	107
6.54034e+13	102
6.64019e+13	109
6.74005e+13	95
6.8399e+13	99
6.93975e+13	99
7.0396e+13	100
7.13946e+13	113
7.23931e+13	120
7.33916e+13	105
7.43901e+13	109
7.53887e+13	110
7.63872e+13	99
7.73857e+13	105
7.83842e+13	104
7.93828e+13	118
8.03813e+13	105
8.13798e+13	95
8.23783e+13	83
8.33769e+13	101
8.43754e+13	86
8.53739e+13	105
8.63724e+13	96
8.7371e+13	113
8.83695e+13	119
8.9368e+13	108
9.03665e+13	107
9.13651e+13	106
9.23636e+13	99
9.33621e+13	86
9.43606e+13	109
9.53592e+13	114
9.63577e+13	92
9.73562e+13	105
9.83547e+13	120
9.93533e+13	121
1.00352e+14	99
1.0135e+14	83
1.02349e+14	92
1.03347e+14	105
1.04346e+14	111
1.05344e+14	90
1.06343e+14	86
1.07341e+14	107
1.0834e+14	101
1.09339e+14	97
1.10337e+14	113
1.11336e+14	116
1.12334e+14	106
1.13333e+14	112
1.14331e+14	112
1.1533e+14	112
1.16328e+14	87
1.17327e+14	118
1.18325e+14	114
1.19324e+14	108
1.20322e+14	124
1.21321e+14	112
1.22319e+14	108
1.23318e+14	93
1.24316e+14	88
1.25315e+14	113
1.26313e+14	99
1.27312e+14	107
1.2831e+14	110
1.29309e+14	102
1.30308e+14	85
1.31306e+14	106
1.32305e+14	81
1.33303e+14	103
1.34302e+14	109
1.353e+14	111
1.36299e+14	92
1.37297e+14	94
1.38296e+14	125
1.39294e+14	93
1.40293e+14	106
1.41291e+14	131
1.4229e+14	105
1.43288e+14	102
1.44287e+14	110
1.45285e+14	106
1.46284e+14	96
1.47282e+14	102
1.48281e+14	94
1.4928e+14	105
1.50278e+14	96
1.51277e+14	119
1.52275e+14	99
1.53274e+14	105
1.54272e+14	102
1.55271e+14	105
1.56269e+14	116
1.57268e+14	109
1.58266e+14	95
1.59265e+14	111
1.60263e+14	109
1.61262e+14	95
1.6226e+14	102
1.63259e+14	102
1.64257e+14	92
