Time [seconds]	Counts
4.99268e+11	162
1.49781e+12	174
2.49634e+12	204
3.49488e+12	169
4.49342e+12	177
5.49195e+12	183
6.49049e+12	194
7.48903e+12	152
8.48756e+12	174
9.4861e+12	172
1.04846e+13	168
1.14832e+13	177
1.24817e+13	167
1.34802e+13	163
1.44788e+13	178
1.54773e+13	167
1.64759e+13	178
1.74744e+13	174
1.84729e+13	161
1.94715e+13	154
2.047e+13	156
2.14685e+13	168
2.24671e+13	172
2.34656e+13	148
2.44642e+13	168
2.54627e+13	168
2.64612e+13	190
2.74598e+13	163
2.84583e+13	171
2.94568e+13	178
3.04554e+13	162
3.14539e+13	172
3.24525e+13	155
3.3451e+13	170
3.44495e+13	184
3.54481e+13	201
3.64466e+13	194
3.74451e+13	197
3.84437e+13	160
3.94422e+13	159
4.04407e+13	174
4.14393e+13	192
4.24378e+13	199
4.34364e+13	160
4.44349e+13	166
4.54334e+13	160
4.6432e+13	166
4.74305e+13	166
4.8429e+13	154
4.94276e+13	168
5.04261e+13	166
5.14247e+13	154
5.24232e+13	165
5.34217e+13	187
5.44203e+13	161
5.54188e+13	170
5.64173e+13	168
5.74159e+13	170
5.84144e+13	154
5.94129e+13	165
6.04115e+13	179
6.141e+13	166
6.24086e+13	190
6.34071e+13	183
6.44056e+13	198
6.54042e+13	166
6.64027e+13	164
6.74012e+13	192
6.83998e+13	179
6.93983e+13	174
7.03969e+13	182
7.13954e+13	158
7.23939e+13	187
7.33925e+13	177
7.4391e+13	169
7.53895e+13	161
7.63881e+13	178
7.73866e+13	168
7.83851e+13	182
7.93837e+13	175
8.03822e+13	174
8.13808e+13	175
8.23793e+13	187
8.33778e+13	185
8.43764e+13	165
8.53749e+13	165
8.63734e+13	172
8.7372e+13	155
8.83705e+13	138
8.93691e+13	165
9.03676e+13	157
9.13661e+13	158
9.23647e+13	165
9.33632e+13	177
9.43617e+13	166
9.53603e+13	163
9.63588e+13	168
9.73574e+13	161
9.83559e+13	162
9.93544e+13	140
1.00353e+14	136
1.01352e+14	184
1.0235e+14	170
1.03349e+14	148
1.04347e+14	183
1.05346e+14	176
1.06344e+14	171
1.07343e+14	146
1.08341e+14	169
1.0934e+14	174
1.10338e+14	161
1.11337e+14	163
1.12335e+14	188
1.13334e+14	165
1.14332e+14	172
1.15331e+14	175
1.1633e+14	157
1.17328e+14	169
1.18327e+14	177
1.19325e+14	158
1.20324e+14	171
1.21322e+14	167
1.22321e+14	154
1.23319e+14	169
1.24318e+14	166
1.25316e+14	169
