Time [seconds]	Counts
4.9627e+11	224
1.48881e+12	227
2.48135e+12	236
3.47389e+12	240
4.46643e+12	259
5.45897e+12	213
6.45151e+12	220
7.44405e+12	209
8.43659e+12	219
9.42913e+12	208
1.04217e+13	234
1.14142e+13	240
1.24068e+13	215
1.33993e+13	231
1.43918e+13	262
1.53844e+13	220
1.63769e+13	224
1.73694e+13	202
1.8362e+13	218
1.93545e+13	237
2.03471e+13	237
2.13396e+13	235
2.23322e+13	262
2.33247e+13	221
2.43172e+13	215
2.53098e+13	268
2.63023e+13	204
2.72949e+13	235
2.82874e+13	221
2.92799e+13	196
3.02725e+13	218
3.1265e+13	231
3.22575e+13	238
3.32501e+13	221
3.42426e+13	261
3.52352e+13	246
3.62277e+13	233
3.72202e+13	234
3.82128e+13	231
3.92053e+13	219
4.01979e+13	249
4.11904e+13	212
4.21829e+13	215
4.31755e+13	212
4.4168e+13	246
4.51606e+13	224
4.61531e+13	206
4.71457e+13	210
4.81382e+13	249
4.91307e+13	238
5.01233e+13	247
5.11158e+13	226
5.21084e+13	216
5.31009e+13	209
5.40934e+13	236
5.5086e+13	239
5.60785e+13	212
5.7071e+13	204
5.80636e+13	251
5.90561e+13	215
6.00487e+13	200
6.10412e+13	221
6.20337e+13	197
6.30263e+13	205
6.40188e+13	196
6.50114e+13	230
6.60039e+13	205
6.69964e+13	231
6.7989e+13	257
6.89815e+13	204
6.99741e+13	212
7.09666e+13	216
7.19591e+13	271
7.29517e+13	251
7.39442e+13	207
7.49368e+13	202
7.59293e+13	243
7.69218e+13	227
7.79144e+13	241
7.89069e+13	225
7.98995e+13	218
8.0892e+13	220
8.18845e+13	211
8.28771e+13	248
8.38696e+13	234
8.48622e+13	221
8.58547e+13	214
8.68473e+13	222
8.78398e+13	224
8.88323e+13	220
8.98249e+13	238
9.08174e+13	238
9.181e+13	228
9.28025e+13	240
9.3795e+13	229
9.47876e+13	244
9.57801e+13	249
9.67727e+13	229
9.77652e+13	227
9.87577e+13	213
9.97503e+13	229
1.00743e+14	231
1.01735e+14	229
1.02728e+14	259
1.0372e+14	235
1.04713e+14	238
1.05706e+14	220
1.06698e+14	217
1.07691e+14	212
1.08683e+14	252
1.09676e+14	238
1.10668e+14	199
1.11661e+14	253
1.12653e+14	238
1.13646e+14	229
1.14638e+14	220
1.15631e+14	223
1.16623e+14	229
1.17616e+14	238
1.18609e+14	228
1.19601e+14	200
