Time [seconds]	Counts
4.96328e+11	134
1.48898e+12	104
2.48164e+12	108
3.4743e+12	118
4.46695e+12	112
5.45961e+12	99
6.45227e+12	114
7.44492e+12	101
8.43758e+12	120
9.43024e+12	114
1.04229e+13	120
1.14155e+13	100
1.24082e+13	102
1.34009e+13	139
1.43935e+13	126
1.53862e+13	112
1.63788e+13	113
1.73715e+13	125
1.83641e+13	111
1.93568e+13	108
2.03495e+13	120
2.13421e+13	133
2.23348e+13	132
2.33274e+13	109
2.43201e+13	122
2.53127e+13	126
2.63054e+13	109
2.7298e+13	121
2.82907e+13	113
2.92834e+13	115
3.0276e+13	114
3.12687e+13	117
3.22613e+13	110
3.3254e+13	125
3.42466e+13	95
3.52393e+13	118
3.6232e+13	116
3.72246e+13	131
3.82173e+13	116
3.92099e+13	136
4.02026e+13	131
4.11952e+13	117
4.21879e+13	114
4.31805e+13	117
4.41732e+13	122
4.51659e+13	127
4.61585e+13	135
4.71512e+13	106
4.81438e+13	108
4.91365e+13	95
5.01291e+13	124
5.11218e+13	126
5.21145e+13	113
5.31071e+13	100
5.40998e+13	127
5.50924e+13	97
5.60851e+13	104
5.70777e+13	94
5.80704e+13	128
5.9063e+13	117
6.00557e+13	124
6.10484e+13	111
6.2041e+13	114
6.30337e+13	119
6.40263e+13	126
6.5019e+13	101
6.60116e+13	107
6.70043e+13	122
6.7997e+13	122
6.89896e+13	121
6.99823e+13	137
7.09749e+13	121
7.19676e+13	122
7.29602e+13	111
7.39529e+13	127
7.49456e+13	110
7.59382e+13	133
7.69309e+13	105
7.79235e+13	99
7.89162e+13	127
7.99088e+13	120
8.09015e+13	108
8.18941e+13	108
8.28868e+13	132
8.38795e+13	107
8.48721e+13	113
8.58648e+13	131
8.68574e+13	136
8.78501e+13	122
8.88427e+13	119
8.98354e+13	101
9.0828e+13	113
9.18207e+13	124
9.28134e+13	104
9.3806e+13	114
9.47987e+13	125
9.57913e+13	115
9.6784e+13	123
9.77766e+13	103
9.87693e+13	110
9.9762e+13	108
1.00755e+14	121
1.01747e+14	124
1.0274e+14	116
1.03733e+14	126
1.04725e+14	126
1.05718e+14	98
1.06711e+14	106
1.07703e+14	120
1.08696e+14	110
1.09689e+14	102
1.10681e+14	124
1.11674e+14	109
1.12666e+14	111
1.13659e+14	119
1.14652e+14	122
1.15644e+14	117
1.16637e+14	107
1.1763e+14	112
1.18622e+14	113
1.19615e+14	116
