Channel	Counts
0.499969	20
1.49991	1
2.49985	0
3.49979	0
4.49973	0
5.49966	1
6.4996	0
7.49954	0
8.49948	0
9.49942	0
10.4994	0
11.4993	0
12.4992	0
13.4992	0
14.4991	0
15.4991	0
16.499	0
17.4989	0
18.4989	0
19.4988	0
20.4987	0
21.4987	0
22.4986	0
23.4986	0
24.4985	0
25.4984	0
26.4984	0
27.4983	0
28.4983	0
29.4982	0
30.4981	0
31.4981	0
32.498	0
33.498	0
34.4979	0
35.4978	0
36.4978	0
37.4977	0
38.4977	0
39.4976	0
40.4975	0
41.4975	0
42.4974	0
43.4973	0
44.4973	0
45.4972	0
46.4972	0
47.4971	0
48.497	0
49.497	0
50.4969	0
51.4969	0
52.4968	0
53.4967	0
54.4967	0
55.4966	0
56.4966	0
57.4965	0
58.4964	0
59.4964	0
60.4963	0
61.4962	1
62.4962	0
63.4961	0
64.4961	0
65.496	0
66.4959	0
67.4959	0
68.4958	0
69.4958	0
70.4957	0
71.4956	0
72.4956	0
73.4955	0
74.4955	0
75.4954	0
76.4953	0
77.4953	0
78.4952	0
79.4951	0
80.4951	0
81.495	0
82.495	0
83.4949	0
84.4948	0
85.4948	0
86.4947	0
87.4947	0
88.4946	0
89.4945	0
90.4945	0
91.4944	0
92.4944	1
93.4943	0
94.4942	0
95.4942	0
96.4941	1
97.494	0
98.494	0
99.4939	0
100.494	0
101.494	0
102.494	0
103.494	0
104.494	0
105.494	0
106.493	0
107.493	0
108.493	0
109.493	1
110.493	0
111.493	0
112.493	0
113.493	0
114.493	0
115.493	0
116.493	0
117.493	0
118.493	0
119.493	1
120.493	0
121.493	0
122.493	1
123.492	1
124.492	3
125.492	0
126.492	1
127.492	2
128.492	3
129.492	1
130.492	1
131.492	2
132.492	1
133.492	3
134.492	3
135.492	0
136.492	3
137.492	4
138.492	2
139.491	1
140.491	4
141.491	2
142.491	2
143.491	1
144.491	1
145.491	7
146.491	5
147.491	6
148.491	3
149.491	6
150.491	4
151.491	7
152.491	9
153.491	9
154.491	7
155.491	13
156.49	6
157.49	11
158.49	11
159.49	8
160.49	10
161.49	15
162.49	12
163.49	11
164.49	15
165.49	14
166.49	21
167.49	18
168.49	15
169.49	17
170.49	17
171.49	15
172.489	17
173.489	18
174.489	18
175.489	21
176.489	18
177.489	20
178.489	19
179.489	24
180.489	22
181.489	10
182.489	23
183.489	17
184.489	22
185.489	34
186.489	20
187.489	29
188.488	27
189.488	30
190.488	25
191.488	21
192.488	18
193.488	31
194.488	16
195.488	29
196.488	22
197.488	23
198.488	25
199.488	19
200.488	35
201.488	22
202.488	23
203.488	31
204.488	29
205.487	31
206.487	37
207.487	29
208.487	20
209.487	23
210.487	24
211.487	26
212.487	30
213.487	39
214.487	28
215.487	26
216.487	25
217.487	35
218.487	28
219.487	37
220.487	32
221.486	33
222.486	36
223.486	27
224.486	31
225.486	31
226.486	32
227.486	34
228.486	27
229.486	23
230.486	31
231.486	30
232.486	29
233.486	39
234.486	29
235.486	47
236.486	44
237.486	28
238.485	31
239.485	38
240.485	29
241.485	37
242.485	25
243.485	34
244.485	41
245.485	43
246.485	39
247.485	34
248.485	42
249.485	42
250.485	40
251.485	48
252.485	31
253.485	34
254.484	31
255.484	32
256.484	39
257.484	32
258.484	39
259.484	49
260.484	43
261.484	42
262.484	30
263.484	43
264.484	47
265.484	52
266.484	51
267.484	61
268.484	54
269.484	53
270.483	53
271.483	56
272.483	48
273.483	56
274.483	53
275.483	38
276.483	42
277.483	37
278.483	52
279.483	41
280.483	47
281.483	66
282.483	46
283.483	50
284.483	50
285.483	55
286.483	55
287.482	44
288.482	59
289.482	64
290.482	52
291.482	54
292.482	59
293.482	63
294.482	65
295.482	52
296.482	57
297.482	52
298.482	74
299.482	55
300.482	59
301.482	57
302.482	59
303.481	51
304.481	58
305.481	53
306.481	58
307.481	68
308.481	67
309.481	52
310.481	52
311.481	70
312.481	59
313.481	72
314.481	55
315.481	62
316.481	75
317.481	76
318.481	61
319.48	78
320.48	70
321.48	62
322.48	56
323.48	62
324.48	76
325.48	82
326.48	72
327.48	56
328.48	64
329.48	73
330.48	75
331.48	72
332.48	67
333.48	66
334.48	86
335.48	73
336.479	68
337.479	85
338.479	85
339.479	90
340.479	98
341.479	84
342.479	75
343.479	83
344.479	81
345.479	67
346.479	71
347.479	94
348.479	81
349.479	87
350.479	66
351.479	58
352.478	93
353.478	92
354.478	80
355.478	88
356.478	68
357.478	76
358.478	87
359.478	91
360.478	90
361.478	81
362.478	89
363.478	86
364.478	88
365.478	77
366.478	74
367.478	93
368.478	100
369.477	91
370.477	82
371.477	67
372.477	77
373.477	83
374.477	93
375.477	78
376.477	89
377.477	84
378.477	81
379.477	81
380.477	85
381.477	97
382.477	95
383.477	96
384.477	97
385.476	89
386.476	73
387.476	76
388.476	95
389.476	87
390.476	94
391.476	96
392.476	92
393.476	62
394.476	92
395.476	92
396.476	85
397.476	84
398.476	77
399.476	94
400.476	75
401.475	86
402.475	89
403.475	98
404.475	91
405.475	100
406.475	90
407.475	91
408.475	96
409.475	85
410.475	108
411.475	81
412.475	99
413.475	85
414.475	100
415.475	98
416.475	92
417.475	101
418.474	92
419.474	82
420.474	90
421.474	94
422.474	96
423.474	83
424.474	89
425.474	80
426.474	85
427.474	103
428.474	79
429.474	81
430.474	95
431.474	92
432.474	96
433.474	92
434.473	97
435.473	113
436.473	80
437.473	101
438.473	91
439.473	97
440.473	103
441.473	89
442.473	85
443.473	68
444.473	73
445.473	115
446.473	85
447.473	88
448.473	88
449.473	88
450.473	77
451.472	95
452.472	100
453.472	82
454.472	95
455.472	83
456.472	96
457.472	80
458.472	86
459.472	90
460.472	87
461.472	89
462.472	87
463.472	111
464.472	79
465.472	82
466.472	100
467.471	89
468.471	90
469.471	117
470.471	92
471.471	94
472.471	99
473.471	106
474.471	99
475.471	101
476.471	84
477.471	105
478.471	96
479.471	95
480.471	116
481.471	95
482.471	87
483.47	92
484.47	76
485.47	87
486.47	92
487.47	105
488.47	86
489.47	93
490.47	94
491.47	101
492.47	73
493.47	96
494.47	77
495.47	92
496.47	87
497.47	92
498.47	97
499.47	96
500.469	85
501.469	85
502.469	85
503.469	79
504.469	99
505.469	76
506.469	84
507.469	105
508.469	101
509.469	90
510.469	90
511.469	83
512.469	109
513.469	98
514.469	83
515.469	82
516.469	83
517.468	90
518.468	72
519.468	103
520.468	89
521.468	90
522.468	82
523.468	89
524.468	104
525.468	95
526.468	88
527.468	93
528.468	74
529.468	86
530.468	96
531.468	71
532.468	73
533.467	73
534.467	83
535.467	86
536.467	92
537.467	79
538.467	90
539.467	99
540.467	96
541.467	96
542.467	77
543.467	85
544.467	85
545.467	95
546.467	83
547.467	95
548.467	85
549.466	65
550.466	89
551.466	87
552.466	82
553.466	72
554.466	89
555.466	93
556.466	82
557.466	80
558.466	92
559.466	88
560.466	97
561.466	90
562.466	75
563.466	93
564.466	75
565.466	88
566.465	70
567.465	93
568.465	74
569.465	83
570.465	87
571.465	84
572.465	86
573.465	113
574.465	73
575.465	90
576.465	89
577.465	93
578.465	86
579.465	97
580.465	97
581.465	81
582.464	84
583.464	80
584.464	101
585.464	88
586.464	69
587.464	71
588.464	97
589.464	91
590.464	84
591.464	68
592.464	105
593.464	87
594.464	94
595.464	72
596.464	81
597.464	80
598.464	88
599.463	77
600.463	87
601.463	76
602.463	97
603.463	96
604.463	104
605.463	88
606.463	83
607.463	80
608.463	74
609.463	81
610.463	101
611.463	82
612.463	91
613.463	66
614.463	85
615.462	78
616.462	82
617.462	104
618.462	85
619.462	71
620.462	82
621.462	87
622.462	81
623.462	86
624.462	105
625.462	89
626.462	82
627.462	84
628.462	72
629.462	82
630.462	82
631.461	79
632.461	77
633.461	81
634.461	81
635.461	78
636.461	83
637.461	81
638.461	93
639.461	71
640.461	82
641.461	86
642.461	88
643.461	72
644.461	79
645.461	73
646.461	76
647.461	72
648.46	78
649.46	76
650.46	84
651.46	70
652.46	86
653.46	83
654.46	77
655.46	69
656.46	80
657.46	73
658.46	100
659.46	95
660.46	86
661.46	79
662.46	75
663.46	74
664.459	74
665.459	94
666.459	74
667.459	76
668.459	80
669.459	92
670.459	89
671.459	59
672.459	71
673.459	76
674.459	83
675.459	87
676.459	94
677.459	67
678.459	73
679.459	66
680.458	85
681.458	84
682.458	72
683.458	86
684.458	75
685.458	92
686.458	73
687.458	89
688.458	83
689.458	68
690.458	78
691.458	76
692.458	88
693.458	80
694.458	79
695.458	94
696.458	66
697.457	68
698.457	78
699.457	77
700.457	95
701.457	69
702.457	96
703.457	78
704.457	65
705.457	88
706.457	66
707.457	79
708.457	69
709.457	80
710.457	63
711.457	75
712.457	56
713.456	65
714.456	77
715.456	68
716.456	69
717.456	75
718.456	70
719.456	62
720.456	77
721.456	77
722.456	76
723.456	84
724.456	65
725.456	63
726.456	80
727.456	65
728.456	80
729.456	75
730.455	73
731.455	79
732.455	73
733.455	73
734.455	71
735.455	79
736.455	82
737.455	69
738.455	72
739.455	64
740.455	89
741.455	82
742.455	77
743.455	80
744.455	66
745.455	70
746.454	65
747.454	83
748.454	77
749.454	61
750.454	80
751.454	67
752.454	61
753.454	83
754.454	79
755.454	62
756.454	70
757.454	81
758.454	76
759.454	68
760.454	80
761.454	75
762.453	72
763.453	57
764.453	68
765.453	64
766.453	71
767.453	67
768.453	66
769.453	69
770.453	70
771.453	68
772.453	76
773.453	62
774.453	71
775.453	65
776.453	70
777.453	81
778.453	68
779.452	59
780.452	68
781.452	69
782.452	66
783.452	66
784.452	80
785.452	59
786.452	62
787.452	70
788.452	65
789.452	76
790.452	79
791.452	67
792.452	53
793.452	56
794.452	70
795.451	52
796.451	50
797.451	67
798.451	69
799.451	82
800.451	70
801.451	59
802.451	69
803.451	59
804.451	53
805.451	60
806.451	62
807.451	67
808.451	87
809.451	70
810.451	59
811.451	78
812.45	74
813.45	73
814.45	66
815.45	74
816.45	76
817.45	83
818.45	67
819.45	65
820.45	54
821.45	51
822.45	70
823.45	62
824.45	57
825.45	77
826.45	77
827.45	60
828.449	58
829.449	69
830.449	61
831.449	77
832.449	48
833.449	46
834.449	69
835.449	66
836.449	62
837.449	50
838.449	59
839.449	53
840.449	57
841.449	45
842.449	67
843.449	54
844.448	57
845.448	57
846.448	54
847.448	61
848.448	56
849.448	62
850.448	66
851.448	65
852.448	67
853.448	53
854.448	63
855.448	61
856.448	58
857.448	63
858.448	57
859.448	50
860.448	56
861.447	78
862.447	57
863.447	55
864.447	69
865.447	48
866.447	61
867.447	54
868.447	61
869.447	56
870.447	55
871.447	77
872.447	50
873.447	65
874.447	55
875.447	54
876.447	67
877.446	55
878.446	53
879.446	55
880.446	54
881.446	52
882.446	51
883.446	60
884.446	63
885.446	70
886.446	60
887.446	71
888.446	54
889.446	64
890.446	64
891.446	66
892.446	56
893.445	65
894.445	62
895.445	66
896.445	63
897.445	51
898.445	59
899.445	55
900.445	58
901.445	58
902.445	66
903.445	62
904.445	60
905.445	44
906.445	50
907.445	48
908.445	59
909.445	58
910.444	68
911.444	49
912.444	58
913.444	62
914.444	50
915.444	52
916.444	63
917.444	68
918.444	56
919.444	45
920.444	49
921.444	57
922.444	64
923.444	65
924.444	58
925.444	74
926.443	62
927.443	51
928.443	51
929.443	57
930.443	48
931.443	64
932.443	78
933.443	56
934.443	53
935.443	66
936.443	54
937.443	56
938.443	60
939.443	60
940.443	54
941.443	42
942.443	82
943.442	48
944.442	66
945.442	70
946.442	52
947.442	45
948.442	44
949.442	45
950.442	58
951.442	65
952.442	59
953.442	51
954.442	57
955.442	56
956.442	52
957.442	51
958.442	47
959.441	54
960.441	64
961.441	57
962.441	51
963.441	57
964.441	57
965.441	47
966.441	58
967.441	58
968.441	56
969.441	59
970.441	56
971.441	49
972.441	39
973.441	54
974.441	64
975.44	54
976.44	48
977.44	47
978.44	55
979.44	44
980.44	31
981.44	46
982.44	53
983.44	51
984.44	39
985.44	47
986.44	61
987.44	50
988.44	48
989.44	41
990.44	54
991.44	47
992.439	44
993.439	56
994.439	49
995.439	42
996.439	53
997.439	53
998.439	56
999.439	53
1000.44	51
1001.44	68
1002.44	55
1003.44	53
1004.44	47
1005.44	51
1006.44	48
1007.44	50
1008.44	44
1009.44	51
1010.44	54
1011.44	53
1012.44	55
1013.44	47
1014.44	50
1015.44	34
1016.44	60
1017.44	41
1018.44	42
1019.44	48
1020.44	52
1021.44	58
1022.44	39
1023.44	51
1024.44	38
1025.44	45
1026.44	57
1027.44	53
1028.44	46
1029.44	43
1030.44	47
1031.44	48
1032.44	49
1033.44	62
1034.44	51
1035.44	43
1036.44	48
1037.44	46
1038.44	51
1039.44	48
1040.44	40
1041.44	54
1042.44	48
1043.44	47
1044.44	45
1045.44	51
1046.44	52
1047.44	44
1048.44	49
1049.44	46
1050.44	50
1051.44	55
1052.44	53
1053.44	56
1054.44	58
1055.44	48
1056.44	57
1057.44	46
1058.44	48
1059.44	53
1060.44	46
1061.44	44
1062.44	57
1063.44	40
1064.44	55
1065.43	45
1066.43	46
1067.43	51
1068.43	47
1069.43	51
1070.43	49
1071.43	32
1072.43	45
1073.43	50
1074.43	39
1075.43	47
1076.43	42
1077.43	55
1078.43	42
1079.43	39
1080.43	52
1081.43	44
1082.43	46
1083.43	45
1084.43	53
1085.43	48
1086.43	53
1087.43	41
1088.43	55
1089.43	42
1090.43	42
1091.43	63
1092.43	56
1093.43	55
1094.43	53
1095.43	43
1096.43	56
1097.43	55
1098.43	37
1099.43	51
1100.43	45
1101.43	42
1102.43	45
