Time [seconds]	Counts
4.9925e+11	201
1.49775e+12	189
2.49625e+12	186
3.49475e+12	202
4.49325e+12	241
5.49175e+12	183
6.49025e+12	202
7.48875e+12	195
8.48725e+12	212
9.48575e+12	197
1.04842e+13	175
1.14827e+13	182
1.24812e+13	184
1.34797e+13	192
1.44782e+13	199
1.54767e+13	216
1.64752e+13	213
1.74737e+13	176
1.84722e+13	189
1.94707e+13	209
2.04692e+13	203
2.14677e+13	185
2.24662e+13	173
2.34647e+13	178
2.44632e+13	175
2.54617e+13	196
2.64602e+13	183
2.74587e+13	170
2.84572e+13	201
2.94557e+13	204
3.04542e+13	198
3.14527e+13	193
3.24512e+13	179
3.34497e+13	193
3.44482e+13	179
3.54467e+13	180
3.64452e+13	174
3.74437e+13	176
3.84422e+13	203
3.94407e+13	189
4.04392e+13	180
4.14377e+13	203
4.24362e+13	181
4.34347e+13	195
4.44332e+13	200
4.54317e+13	185
4.64302e+13	203
4.74287e+13	189
4.84272e+13	201
4.94257e+13	195
5.04242e+13	177
5.14227e+13	179
5.24212e+13	191
5.34197e+13	211
5.44182e+13	167
5.54167e+13	210
5.64152e+13	177
5.74137e+13	177
5.84122e+13	183
5.94107e+13	179
6.04092e+13	178
6.14077e+13	176
6.24062e+13	200
6.34047e+13	183
6.44032e+13	184
6.54017e+13	187
6.64002e+13	193
6.73987e+13	154
6.83972e+13	193
6.93957e+13	207
7.03942e+13	165
7.13927e+13	191
7.23912e+13	185
7.33897e+13	200
7.43882e+13	194
7.53867e+13	191
7.63852e+13	193
7.73837e+13	178
7.83822e+13	193
7.93807e+13	213
8.03792e+13	188
8.13777e+13	198
8.23762e+13	175
8.33747e+13	199
8.43732e+13	188
8.53717e+13	203
8.63702e+13	168
8.73687e+13	177
8.83672e+13	195
8.93657e+13	196
9.03642e+13	187
9.13627e+13	199
9.23612e+13	182
9.33597e+13	183
9.43582e+13	178
9.53567e+13	186
9.63552e+13	175
9.73537e+13	174
9.83522e+13	190
9.93507e+13	183
1.00349e+14	181
1.01348e+14	202
1.02346e+14	194
1.03345e+14	155
1.04343e+14	206
1.05342e+14	209
1.0634e+14	168
1.07339e+14	175
1.08337e+14	200
1.09336e+14	176
1.10334e+14	189
1.11333e+14	197
1.12331e+14	220
1.1333e+14	218
1.14328e+14	187
1.15327e+14	181
1.16325e+14	194
1.17324e+14	176
1.18322e+14	176
1.19321e+14	186
1.20319e+14	198
1.21318e+14	220
1.22316e+14	211
1.23315e+14	179
1.24313e+14	210
1.25312e+14	201
1.2631e+14	186
1.27309e+14	170
1.28307e+14	190
1.29306e+14	183
1.30304e+14	180
1.31303e+14	220
1.32301e+14	198
1.333e+14	171
1.34298e+14	179
1.35297e+14	214
1.36295e+14	198
1.37294e+14	194
1.38292e+14	174
1.39291e+14	202
1.40289e+14	193
1.41288e+14	197
1.42286e+14	194
1.43285e+14	192
1.44283e+14	185
1.45282e+14	191
1.4628e+14	190
1.47279e+14	182
1.48277e+14	202
1.49276e+14	187
1.50274e+14	177
1.51273e+14	158
1.52271e+14	198
1.5327e+14	196
1.54268e+14	187
1.55267e+14	217
1.56265e+14	190
1.57264e+14	165
1.58262e+14	191
1.59261e+14	208
1.60259e+14	208
1.61258e+14	192
1.62256e+14	181
1.63255e+14	192
1.64253e+14	193
1.65252e+14	209
1.6625e+14	160
1.67249e+14	168
1.68247e+14	183
1.69246e+14	195
1.70244e+14	180
1.71243e+14	200
1.72241e+14	188
1.7324e+14	189
1.74238e+14	173
1.75237e+14	188
1.76235e+14	199
1.77234e+14	183
1.78232e+14	182
1.79231e+14	197
1.80229e+14	184
1.81228e+14	196
1.82226e+14	193
1.83225e+14	171
1.84223e+14	190
1.85222e+14	229
1.8622e+14	193
1.87219e+14	185
1.88217e+14	168
1.89216e+14	189
1.90214e+14	192
1.91213e+14	195
1.92211e+14	183
1.9321e+14	181
1.94208e+14	200
1.95207e+14	215
1.96205e+14	186
1.97204e+14	186
1.98202e+14	180
1.99201e+14	166
2.00199e+14	178
2.01198e+14	174
2.02196e+14	178
2.03195e+14	184
2.04193e+14	181
2.05192e+14	176
2.0619e+14	181
2.07189e+14	197
2.08187e+14	179
2.09186e+14	187
2.10184e+14	188
2.11183e+14	196
2.12181e+14	207
2.1318e+14	210
2.14178e+14	204
2.15177e+14	202
2.16175e+14	144
2.17174e+14	208
2.18172e+14	169
2.19171e+14	191
2.20169e+14	170
2.21168e+14	192
2.22166e+14	172
2.23165e+14	201
2.24163e+14	186
2.25162e+14	185
2.2616e+14	176
2.27159e+14	205
2.28157e+14	164
2.29156e+14	195
2.30154e+14	180
2.31153e+14	196
2.32151e+14	173
2.3315e+14	201
2.34148e+14	207
2.35147e+14	201
2.36145e+14	184
2.37144e+14	187
2.38142e+14	180
2.39141e+14	181
2.40139e+14	203
2.41138e+14	178
