Time [seconds]	Counts
4.96369e+11	104
1.48911e+12	109
2.48184e+12	107
3.47458e+12	111
4.46732e+12	109
5.46006e+12	99
6.4528e+12	102
7.44553e+12	116
8.43827e+12	109
9.43101e+12	106
1.04237e+13	95
1.14165e+13	104
1.24092e+13	96
1.3402e+13	100
1.43947e+13	107
1.53874e+13	84
1.63802e+13	110
1.73729e+13	87
1.83657e+13	98
1.93584e+13	87
2.03511e+13	94
2.13439e+13	100
2.23366e+13	103
2.33293e+13	97
2.43221e+13	113
2.53148e+13	101
2.63076e+13	95
2.73003e+13	103
2.8293e+13	97
2.92858e+13	113
3.02785e+13	108
3.12712e+13	120
3.2264e+13	97
3.32567e+13	99
3.42495e+13	87
3.52422e+13	111
3.62349e+13	88
3.72277e+13	99
3.82204e+13	105
3.92131e+13	126
4.02059e+13	111
4.11986e+13	112
4.21914e+13	94
4.31841e+13	99
4.41768e+13	103
4.51696e+13	113
4.61623e+13	100
4.7155e+13	116
4.81478e+13	118
4.91405e+13	98
5.01333e+13	101
5.1126e+13	103
5.21187e+13	103
5.31115e+13	87
5.41042e+13	106
5.5097e+13	97
5.60897e+13	100
5.70824e+13	110
5.80752e+13	110
5.90679e+13	94
6.00606e+13	110
6.10534e+13	99
6.20461e+13	107
6.30389e+13	101
6.40316e+13	98
6.50243e+13	120
6.60171e+13	90
6.70098e+13	106
6.80025e+13	90
6.89953e+13	87
6.9988e+13	105
7.09808e+13	102
7.19735e+13	114
7.29662e+13	119
7.3959e+13	111
7.49517e+13	93
7.59445e+13	88
7.69372e+13	97
7.79299e+13	94
7.89227e+13	82
7.99154e+13	109
8.09081e+13	94
8.19009e+13	101
8.28936e+13	95
8.38863e+13	103
8.48791e+13	84
8.58718e+13	102
8.68646e+13	98
8.78573e+13	103
8.885e+13	94
8.98428e+13	110
9.08355e+13	109
9.18283e+13	101
9.2821e+13	105
9.38137e+13	87
9.48065e+13	116
9.57992e+13	78
9.67919e+13	92
9.77847e+13	93
9.87774e+13	99
9.97702e+13	94
1.00763e+14	107
1.01756e+14	98
1.02748e+14	103
1.03741e+14	83
1.04734e+14	113
1.05727e+14	104
1.06719e+14	106
1.07712e+14	101
1.08705e+14	94
1.09698e+14	106
1.1069e+14	95
1.11683e+14	95
1.12676e+14	114
1.13668e+14	119
1.14661e+14	97
1.15654e+14	120
1.16647e+14	92
1.17639e+14	107
1.18632e+14	104
1.19625e+14	101
