Time [seconds]	Counts
4.96188e+11	177
1.48856e+12	162
2.48094e+12	166
3.47331e+12	197
4.46569e+12	183
5.45806e+12	178
6.45044e+12	166
7.44281e+12	161
8.43519e+12	182
9.42757e+12	191
1.04199e+13	166
1.14123e+13	161
1.24047e+13	181
1.33971e+13	147
1.43894e+13	157
1.53818e+13	172
1.63742e+13	186
1.73666e+13	199
1.83589e+13	169
1.93513e+13	149
2.03437e+13	187
2.13361e+13	179
2.23284e+13	158
2.33208e+13	153
2.43132e+13	190
2.53056e+13	177
2.62979e+13	179
2.72903e+13	161
2.82827e+13	202
2.92751e+13	188
3.02674e+13	196
3.12598e+13	193
3.22522e+13	183
3.32446e+13	170
3.42369e+13	185
3.52293e+13	158
3.62217e+13	182
3.72141e+13	164
3.82064e+13	156
3.91988e+13	161
4.01912e+13	169
4.11836e+13	182
4.21759e+13	172
4.31683e+13	187
4.41607e+13	172
4.51531e+13	171
4.61455e+13	193
4.71378e+13	165
4.81302e+13	162
4.91226e+13	169
5.0115e+13	181
5.11073e+13	162
5.20997e+13	172
5.30921e+13	153
5.40845e+13	194
5.50768e+13	175
5.60692e+13	168
5.70616e+13	165
5.8054e+13	184
5.90463e+13	180
6.00387e+13	202
6.10311e+13	190
6.20235e+13	170
6.30158e+13	176
6.40082e+13	171
6.50006e+13	180
6.5993e+13	186
6.69853e+13	159
6.79777e+13	175
6.89701e+13	180
6.99625e+13	191
7.09548e+13	165
7.19472e+13	189
7.29396e+13	178
7.3932e+13	186
7.49243e+13	167
7.59167e+13	188
7.69091e+13	172
7.79015e+13	181
7.88938e+13	180
7.98862e+13	166
8.08786e+13	195
8.1871e+13	191
8.28633e+13	183
8.38557e+13	168
8.48481e+13	181
8.58405e+13	200
8.68328e+13	154
8.78252e+13	206
8.88176e+13	188
8.981e+13	169
9.08023e+13	189
9.17947e+13	157
9.27871e+13	177
9.37795e+13	170
9.47718e+13	191
9.57642e+13	154
9.67566e+13	163
9.7749e+13	193
9.87413e+13	173
9.97337e+13	202
1.00726e+14	180
1.01718e+14	214
1.02711e+14	159
1.03703e+14	165
1.04696e+14	160
1.05688e+14	175
1.0668e+14	185
1.07673e+14	167
1.08665e+14	180
1.09657e+14	171
1.1065e+14	175
1.11642e+14	172
1.12635e+14	170
1.13627e+14	181
1.14619e+14	169
1.15612e+14	173
1.16604e+14	188
1.17596e+14	196
1.18589e+14	182
1.19581e+14	174
