Time [seconds]	Counts
4.99742e+11	107
1.49923e+12	106
2.49871e+12	108
3.4982e+12	92
4.49768e+12	101
5.49717e+12	91
6.49665e+12	103
7.49614e+12	97
8.49562e+12	86
9.49511e+12	101
1.04946e+13	93
1.14941e+13	91
1.24936e+13	123
1.3493e+13	99
1.44925e+13	125
1.5492e+13	119
1.64915e+13	123
1.7491e+13	101
1.84905e+13	98
1.949e+13	101
2.04894e+13	92
2.14889e+13	97
2.24884e+13	127
2.34879e+13	94
2.44874e+13	107
2.54869e+13	113
2.64864e+13	96
2.74858e+13	94
2.84853e+13	109
2.94848e+13	110
3.04843e+13	89
3.14838e+13	125
3.24833e+13	92
3.34827e+13	81
3.44822e+13	118
3.54817e+13	107
3.64812e+13	103
3.74807e+13	94
3.84802e+13	100
3.94797e+13	97
4.04791e+13	112
4.14786e+13	125
4.24781e+13	80
4.34776e+13	100
4.44771e+13	104
4.54766e+13	102
4.6476e+13	105
4.74755e+13	96
4.8475e+13	80
4.94745e+13	86
5.0474e+13	107
5.14735e+13	106
5.2473e+13	110
5.34724e+13	115
5.44719e+13	96
5.54714e+13	101
5.64709e+13	97
5.74704e+13	101
5.84699e+13	98
5.94694e+13	100
6.04688e+13	103
6.14683e+13	102
6.24678e+13	109
6.34673e+13	96
6.44668e+13	104
6.54663e+13	82
6.64657e+13	104
6.74652e+13	81
6.84647e+13	95
6.94642e+13	96
7.04637e+13	120
7.14632e+13	85
7.24627e+13	97
7.34621e+13	108
7.44616e+13	106
7.54611e+13	130
7.64606e+13	122
7.74601e+13	87
7.84596e+13	101
7.94591e+13	105
8.04585e+13	90
8.1458e+13	118
8.24575e+13	106
8.3457e+13	105
8.44565e+13	110
8.5456e+13	97
8.64554e+13	90
8.74549e+13	107
8.84544e+13	111
8.94539e+13	110
9.04534e+13	110
9.14529e+13	95
9.24524e+13	101
9.34518e+13	94
9.44513e+13	103
9.54508e+13	99
9.64503e+13	91
9.74498e+13	117
9.84493e+13	112
9.94487e+13	110
1.00448e+14	117
1.01448e+14	113
1.02447e+14	99
1.03447e+14	106
1.04446e+14	102
1.05446e+14	110
1.06445e+14	113
1.07445e+14	102
1.08444e+14	101
1.09444e+14	89
1.10443e+14	99
1.11443e+14	101
1.12442e+14	96
1.13442e+14	86
1.14441e+14	94
1.15441e+14	99
1.1644e+14	107
1.17439e+14	105
1.18439e+14	114
1.19438e+14	92
1.20438e+14	113
1.21437e+14	104
1.22437e+14	94
1.23436e+14	93
1.24436e+14	114
1.25435e+14	99
1.26435e+14	111
1.27434e+14	105
1.28434e+14	108
1.29433e+14	101
1.30433e+14	104
1.31432e+14	118
1.32432e+14	118
1.33431e+14	116
1.34431e+14	113
1.3543e+14	97
1.3643e+14	102
1.37429e+14	102
1.38429e+14	104
1.39428e+14	102
1.40428e+14	96
1.41427e+14	82
1.42427e+14	113
1.43426e+14	100
1.44426e+14	108
1.45425e+14	79
1.46425e+14	99
1.47424e+14	110
1.48424e+14	86
1.49423e+14	110
1.50422e+14	88
1.51422e+14	103
1.52421e+14	106
1.53421e+14	116
1.5442e+14	97
1.5542e+14	109
1.56419e+14	104
1.57419e+14	111
1.58418e+14	104
1.59418e+14	114
1.60417e+14	114
1.61417e+14	114
1.62416e+14	99
1.63416e+14	85
1.64415e+14	94
1.65415e+14	111
1.66414e+14	97
1.67414e+14	109
1.68413e+14	110
1.69413e+14	101
1.70412e+14	111
1.71412e+14	108
1.72411e+14	108
1.73411e+14	87
1.7441e+14	106
1.7541e+14	116
1.76409e+14	97
1.77409e+14	106
1.78408e+14	100
1.79408e+14	76
1.80407e+14	102
1.81407e+14	106
1.82406e+14	106
1.83405e+14	97
1.84405e+14	100
1.85404e+14	105
1.86404e+14	102
1.87403e+14	105
1.88403e+14	95
1.89402e+14	91
1.90402e+14	113
1.91401e+14	88
1.92401e+14	89
1.934e+14	98
1.944e+14	106
1.95399e+14	107
1.96399e+14	115
1.97398e+14	103
1.98398e+14	111
1.99397e+14	102
2.00397e+14	107
2.01396e+14	90
2.02396e+14	107
2.03395e+14	103
2.04395e+14	116
2.05394e+14	85
2.06394e+14	104
2.07393e+14	97
2.08393e+14	106
2.09392e+14	103
2.10392e+14	107
2.11391e+14	103
2.12391e+14	115
2.1339e+14	120
2.1439e+14	116
2.15389e+14	110
2.16388e+14	99
2.17388e+14	92
2.18387e+14	94
2.19387e+14	93
2.20386e+14	118
2.21386e+14	100
2.22385e+14	121
2.23385e+14	89
2.24384e+14	98
2.25384e+14	110
2.26383e+14	101
2.27383e+14	115
2.28382e+14	116
2.29382e+14	90
2.30381e+14	122
2.31381e+14	96
2.3238e+14	97
2.3338e+14	93
2.34379e+14	91
2.35379e+14	99
2.36378e+14	108
2.37378e+14	104
2.38377e+14	101
2.39377e+14	78
2.40376e+14	99
2.41376e+14	79
2.42375e+14	87
2.43375e+14	99
2.44374e+14	96
2.45374e+14	106
2.46373e+14	86
2.47373e+14	86
2.48372e+14	114
2.49371e+14	97
2.50371e+14	92
2.5137e+14	84
2.5237e+14	93
2.53369e+14	109
2.54369e+14	96
2.55368e+14	91
2.56368e+14	106
2.57367e+14	139
2.58367e+14	114
2.59366e+14	118
2.60366e+14	115
2.61365e+14	121
2.62365e+14	103
2.63364e+14	106
2.64364e+14	101
2.65363e+14	103
2.66363e+14	100
2.67362e+14	109
2.68362e+14	102
2.69361e+14	87
2.70361e+14	112
2.7136e+14	105
2.7236e+14	119
2.73359e+14	107
2.74359e+14	116
2.75358e+14	110
2.76358e+14	98
2.77357e+14	89
2.78357e+14	102
2.79356e+14	113
2.80356e+14	105
2.81355e+14	98
2.82354e+14	94
2.83354e+14	115
2.84353e+14	106
2.85353e+14	86
2.86352e+14	122
2.87352e+14	106
2.88351e+14	105
2.89351e+14	100
2.9035e+14	84
2.9135e+14	87
2.92349e+14	106
2.93349e+14	107
2.94348e+14	102
2.95348e+14	110
2.96347e+14	112
2.97347e+14	109
2.98346e+14	103
2.99346e+14	96
3.00345e+14	98
3.01345e+14	104
3.02344e+14	107
3.03344e+14	96
3.04343e+14	86
3.05343e+14	102
3.06342e+14	89
3.07342e+14	90
3.08341e+14	102
3.09341e+14	112
3.1034e+14	72
3.1134e+14	94
3.12339e+14	101
3.13339e+14	100
3.14338e+14	104
3.15337e+14	105
3.16337e+14	112
3.17336e+14	113
3.18336e+14	89
3.19335e+14	98
3.20335e+14	114
3.21334e+14	115
3.22334e+14	91
3.23333e+14	104
3.24333e+14	94
3.25332e+14	112
3.26332e+14	98
3.27331e+14	122
3.28331e+14	100
3.2933e+14	105
3.3033e+14	100
3.31329e+14	101
3.32329e+14	122
3.33328e+14	115
3.34328e+14	104
3.35327e+14	108
3.36327e+14	102
3.37326e+14	116
3.38326e+14	93
3.39325e+14	104
3.40325e+14	94
