Channel	Counts
1314.42	35
1315.42	24
1316.42	41
1317.42	36
1318.42	33
1319.42	49
1320.42	34
1321.42	36
1322.42	35
1323.42	28
1324.42	32
1325.42	38
1326.42	29
1327.42	39
1328.42	42
1329.42	34
1330.42	27
1331.42	52
1332.42	36
1333.42	27
1334.42	29
1335.42	33
1336.42	34
1337.42	38
1338.42	42
1339.42	38
1340.42	31
1341.42	39
1342.42	29
1343.42	31
1344.42	29
1345.42	34
1346.42	42
1347.42	33
1348.42	48
1349.42	30
1350.42	26
1351.42	38
1352.42	35
1353.42	35
1354.42	32
1355.42	38
1356.42	35
1357.42	31
1358.42	39
1359.42	40
1360.42	30
1361.42	33
1362.42	38
1363.42	39
1364.42	29
1365.42	36
1366.42	29
1367.42	40
1368.42	42
1369.42	36
1370.42	25
1371.42	33
1372.42	44
1373.42	49
1374.42	34
1375.42	34
1376.42	43
1377.42	32
1378.42	29
1379.42	33
1380.42	46
1381.42	35
1382.42	30
1383.42	33
1384.42	34
1385.42	34
1386.42	34
1387.42	35
1388.42	33
1389.42	28
1390.42	32
1391.42	34
1392.42	34
1393.41	30
1394.41	31
1395.41	33
1396.41	27
1397.41	30
1398.41	35
1399.41	29
1400.41	42
1401.41	33
1402.41	34
1403.41	33
1404.41	37
1405.41	25
1406.41	26
1407.41	41
1408.41	38
1409.41	23
1410.41	24
1411.41	29
1412.41	37
1413.41	22
1414.41	33
1415.41	30
1416.41	37
1417.41	29
1418.41	21
1419.41	26
1420.41	31
1421.41	34
1422.41	28
1423.41	35
1424.41	41
1425.41	40
1426.41	33
1427.41	36
1428.41	29
1429.41	24
1430.41	28
1431.41	23
1432.41	31
1433.41	39
1434.41	27
1435.41	26
1436.41	23
1437.41	38
1438.41	29
1439.41	33
1440.41	34
1441.41	26
1442.41	32
1443.41	27
1444.41	33
1445.41	28
1446.41	33
1447.41	30
1448.41	27
1449.41	28
1450.41	28
1451.41	31
1452.41	26
1453.41	22
1454.41	35
1455.41	39
1456.41	30
1457.41	28
1458.41	33
1459.41	39
1460.41	29
1461.41	41
1462.41	33
1463.41	24
1464.41	33
1465.41	29
1466.41	33
1467.41	27
1468.41	41
1469.41	30
1470.41	31
1471.41	21
1472.41	33
1473.41	32
1474.41	31
1475.41	35
1476.41	34
1477.41	33
1478.41	29
1479.41	27
1480.41	44
1481.41	27
1482.41	31
1483.41	29
1484.41	39
1485.41	29
1486.41	25
1487.41	27
1488.41	28
1489.41	29
1490.41	21
1491.41	38
1492.41	30
1493.41	29
1494.41	39
1495.41	24
1496.41	16
1497.41	27
1498.41	30
1499.41	23
1500.41	26
1501.41	27
1502.41	35
1503.41	35
1504.41	30
1505.41	26
1506.41	27
1507.41	32
1508.41	33
1509.41	35
1510.41	30
1511.41	33
1512.41	29
1513.41	26
1514.41	25
1515.41	33
1516.41	31
1517.41	24
1518.41	21
1519.41	34
1520.41	23
1521.41	35
1522.41	26
1523.41	17
1524.41	28
1525.41	25
1526.41	31
1527.41	35
1528.41	38
1529.41	32
1530.41	35
1531.41	32
1532.41	31
1533.41	27
1534.41	26
1535.41	29
1536.41	28
1537.41	31
1538.41	28
1539.41	28
1540.41	34
1541.41	21
1542.41	40
1543.41	21
1544.41	22
1545.41	26
1546.41	31
1547.41	23
1548.41	41
1549.41	28
1550.41	29
1551.41	32
1552.41	28
1553.41	29
1554.41	31
1555.41	37
1556.41	27
1557.4	20
1558.4	17
1559.4	29
1560.4	31
1561.4	22
1562.4	28
1563.4	35
1564.4	20
1565.4	27
1566.4	34
1567.4	25
1568.4	27
1569.4	21
1570.4	31
1571.4	25
1572.4	24
1573.4	32
1574.4	25
1575.4	31
1576.4	23
1577.4	22
1578.4	26
1579.4	26
1580.4	26
1581.4	21
1582.4	15
1583.4	25
1584.4	32
1585.4	37
1586.4	29
1587.4	24
1588.4	32
1589.4	27
1590.4	35
1591.4	23
1592.4	27
1593.4	30
1594.4	32
1595.4	20
1596.4	20
1597.4	20
1598.4	18
1599.4	25
1600.4	36
1601.4	20
1602.4	24
1603.4	33
1604.4	17
1605.4	26
1606.4	13
1607.4	16
1608.4	16
1609.4	17
1610.4	30
1611.4	19
1612.4	28
1613.4	26
1614.4	22
1615.4	32
1616.4	24
1617.4	28
1618.4	23
1619.4	26
1620.4	26
1621.4	24
1622.4	19
1623.4	27
1624.4	17
1625.4	20
1626.4	28
1627.4	19
1628.4	30
1629.4	32
1630.4	25
1631.4	21
1632.4	18
1633.4	25
1634.4	21
1635.4	19
1636.4	22
1637.4	26
1638.4	23
1639.4	14
1640.4	11
1641.4	26
1642.4	27
1643.4	13
1644.4	28
1645.4	33
1646.4	20
1647.4	24
1648.4	28
1649.4	20
1650.4	24
1651.4	25
1652.4	23
1653.4	25
1654.4	30
1655.4	22
1656.4	26
1657.4	23
1658.4	35
1659.4	27
1660.4	24
1661.4	23
1662.4	23
1663.4	23
1664.4	25
1665.4	16
1666.4	25
1667.4	30
1668.4	29
1669.4	21
1670.4	21
1671.4	18
1672.4	27
1673.4	26
1674.4	29
1675.4	25
1676.4	36
1677.4	23
1678.4	31
1679.4	28
1680.4	16
1681.4	16
1682.4	30
1683.4	23
1684.4	18
1685.4	30
1686.4	30
1687.4	31
1688.4	26
1689.4	16
1690.4	31
1691.4	23
1692.4	30
1693.4	29
1694.4	29
1695.4	22
1696.4	28
1697.4	23
1698.4	20
1699.4	25
1700.4	24
1701.4	31
1702.4	21
1703.4	21
1704.4	25
1705.4	21
1706.4	22
1707.4	20
1708.4	22
1709.4	22
1710.4	31
1711.4	20
1712.4	27
1713.4	23
1714.4	20
1715.4	23
1716.4	17
1717.4	15
1718.4	31
1719.4	30
1720.4	27
1721.39	28
1722.39	24
1723.39	20
1724.39	17
1725.39	17
1726.39	24
1727.39	30
1728.39	27
1729.39	23
1730.39	31
1731.39	22
1732.39	22
1733.39	23
1734.39	24
1735.39	30
1736.39	18
1737.39	20
1738.39	20
1739.39	26
1740.39	27
1741.39	29
1742.39	26
1743.39	12
1744.39	27
1745.39	24
1746.39	26
1747.39	26
1748.39	20
1749.39	23
1750.39	19
1751.39	17
1752.39	23
1753.39	25
1754.39	26
1755.39	31
1756.39	21
1757.39	17
1758.39	18
1759.39	16
1760.39	28
1761.39	17
1762.39	14
1763.39	34
1764.39	28
1765.39	23
1766.39	24
1767.39	16
1768.39	24
1769.39	20
1770.39	32
1771.39	27
1772.39	25
1773.39	17
1774.39	22
1775.39	25
1776.39	15
1777.39	21
1778.39	21
1779.39	22
1780.39	23
1781.39	24
1782.39	23
1783.39	31
1784.39	23
1785.39	21
1786.39	15
1787.39	24
1788.39	26
1789.39	18
1790.39	20
1791.39	22
1792.39	25
1793.39	16
1794.39	24
1795.39	22
1796.39	23
1797.39	18
1798.39	26
1799.39	22
1800.39	30
1801.39	20
1802.39	19
1803.39	17
1804.39	12
1805.39	22
1806.39	21
1807.39	21
1808.39	16
1809.39	20
1810.39	14
1811.39	15
1812.39	21
1813.39	17
1814.39	27
1815.39	26
1816.39	19
1817.39	21
1818.39	15
1819.39	20
1820.39	24
1821.39	20
1822.39	27
1823.39	18
1824.39	25
1825.39	13
1826.39	21
1827.39	15
1828.39	26
1829.39	27
1830.39	21
1831.39	16
1832.39	29
1833.39	15
1834.39	17
1835.39	13
1836.39	17
1837.39	17
1838.39	23
1839.39	12
1840.39	20
1841.39	14
1842.39	20
1843.39	25
1844.39	22
1845.39	14
1846.39	13
1847.39	18
1848.39	22
1849.39	15
1850.39	18
1851.39	10
1852.39	21
1853.39	16
1854.39	16
1855.39	17
1856.39	12
1857.39	12
1858.39	23
1859.39	13
1860.39	18
1861.39	15
1862.39	15
1863.39	19
1864.39	13
1865.39	18
1866.39	15
1867.39	16
1868.39	15
1869.39	17
1870.39	22
1871.39	11
1872.39	18
1873.39	12
1874.39	15
1875.39	14
1876.39	16
1877.39	15
1878.39	17
1879.39	18
1880.39	23
1881.39	13
1882.39	8
1883.39	14
1884.39	9
1885.38	11
1886.38	17
1887.38	16
1888.38	16
1889.38	14
1890.38	12
1891.38	14
1892.38	22
1893.38	19
1894.38	10
1895.38	14
1896.38	15
1897.38	16
1898.38	12
1899.38	13
1900.38	22
1901.38	18
1902.38	11
1903.38	14
1904.38	10
1905.38	15
1906.38	17
1907.38	23
1908.38	21
1909.38	14
1910.38	15
1911.38	16
1912.38	12
1913.38	14
1914.38	16
1915.38	8
1916.38	15
1917.38	12
1918.38	16
1919.38	13
1920.38	13
1921.38	22
1922.38	9
1923.38	15
1924.38	16
1925.38	15
1926.38	19
1927.38	18
1928.38	16
1929.38	19
1930.38	11
1931.38	14
1932.38	19
1933.38	12
1934.38	17
1935.38	20
1936.38	19
1937.38	15
1938.38	14
1939.38	18
1940.38	11
1941.38	12
1942.38	10
1943.38	16
1944.38	12
1945.38	18
1946.38	18
1947.38	12
1948.38	13
1949.38	13
1950.38	18
1951.38	15
1952.38	14
1953.38	17
1954.38	19
1955.38	15
1956.38	12
1957.38	11
1958.38	17
1959.38	11
1960.38	20
1961.38	10
1962.38	16
1963.38	12
1964.38	8
1965.38	15
1966.38	27
1967.38	11
1968.38	14
1969.38	12
1970.38	18
1971.38	12
1972.38	15
1973.38	20
1974.38	14
1975.38	19
1976.38	14
1977.38	16
1978.38	15
1979.38	16
1980.38	10
1981.38	18
1982.38	10
1983.38	8
1984.38	14
1985.38	6
1986.38	12
1987.38	21
1988.38	15
1989.38	15
1990.38	13
1991.38	9
1992.38	7
1993.38	11
1994.38	24
1995.38	13
1996.38	20
1997.38	17
1998.38	8
1999.38	15
2000.38	16
2001.38	17
2002.38	14
2003.38	15
2004.38	17
2005.38	14
2006.38	10
2007.38	9
2008.38	12
2009.38	9
2010.38	18
2011.38	14
2012.38	14
2013.38	9
2014.38	10
2015.38	11
2016.38	8
2017.38	7
2018.38	18
2019.38	12
2020.38	15
2021.38	13
2022.38	16
2023.38	14
2024.38	9
2025.38	8
2026.38	12
2027.38	18
2028.38	15
2029.38	13
2030.38	18
2031.38	10
2032.38	6
2033.38	13
2034.38	17
2035.38	14
2036.38	18
2037.38	7
2038.38	17
2039.38	10
2040.38	11
2041.38	14
2042.38	18
2043.38	12
2044.38	7
2045.38	2
2046.38	12
2047.38	13
2048.38	15
2049.38	18
2050.37	16
2051.37	11
2052.37	13
2053.37	14
2054.37	9
2055.37	11
2056.37	13
2057.37	10
2058.37	5
2059.37	15
2060.37	3
2061.37	6
2062.37	13
2063.37	21
2064.37	14
2065.37	10
2066.37	9
2067.37	22
2068.37	15
2069.37	13
2070.37	13
2071.37	18
2072.37	9
2073.37	15
2074.37	11
2075.37	10
2076.37	11
2077.37	11
2078.37	8
2079.37	13
2080.37	8
2081.37	8
2082.37	10
2083.37	14
2084.37	18
2085.37	11
2086.37	9
2087.37	11
2088.37	13
2089.37	7
2090.37	15
2091.37	7
2092.37	9
2093.37	12
2094.37	11
2095.37	11
2096.37	14
2097.37	20
2098.37	9
2099.37	14
2100.37	9
2101.37	11
2102.37	10
2103.37	13
2104.37	11
2105.37	15
2106.37	14
2107.37	14
2108.37	11
2109.37	17
2110.37	4
2111.37	7
2112.37	6
2113.37	7
2114.37	17
2115.37	4
2116.37	12
2117.37	16
2118.37	13
2119.37	10
2120.37	10
2121.37	12
2122.37	14
2123.37	11
2124.37	16
2125.37	11
2126.37	13
